Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,Address,BldgClass,LandUse,OwnerType,OwnerName,LotArea,HistDist,Landmark,BBL,Vacant,SoftSite,Adjacency
MN,"1913","49","110","224","1001","05","9","10027",136 WEST 129 STREET,M1,"08",,136 WEST 129 LLC,"2498",,,1019130049.00000000000,,,
MN,"894","60","106","80","1003","02","4","10016",138 EAST 39 STREET,M3,"08",X,ARMENIAN APSTLC CH AMRCA,"2140",,,1008940060.00000000000,,,
MN,"1326","32","106","98","2000","02","4","10022",240 EAST 53 STREET,M1,"08",,NEW YORK THEOSOPHCLSOC,"1900",,,1013260032.00000000000,,,
MN,"1197","46","107","169","5000","03","6","10024",26 WEST 84 STREET,M1,"08",X,ST MATTHEWS & ST TIMO,"10303",Upper West Side / Central Park West Historic District,,1011970046.00000000000,,,
MN,"1930","1","110","222","1001","05","9","10027",2310 FREDRICK DOUGLASS BL,M1,"08",,BISHOP S.C. MADISONTRUSTEE,"20184",,,1019300001.00000000000,,,
MN,"1417","16","108","110","2000","02","4","10065",237 EAST 62 STREET,M3,"08",X,COPTIC ORTHODOX PATRIARCHATE - DIOCESE O F NEW YORK,"1674",Treadwell Farm Historic District,,1014170016.00000000000,,,
MN,"54","40","101","13","1003","02","1","10006",130 LIBERTY STREET,M1,"08",X,PORT AUTHORITY OF NY AND NJ,"6083",,,1000540040.00000000000,,,
MN,"509","1","102","43","1002","02","1","10012",256 MULBERRY STREET,M1,"08",X,ST PARICKS RC CHURCH,"56202",,INDIVIDUAL LANDMARK,1005090001.00000000000,,,
MN,"749","17","104","93","1000","02","3","10001",341 WEST 25 STREET,M1,"08",X,RC CHUR OF ST COLUMBU,"12838",,,1007490017.00000000000,,,
MN,"1140","41","107","153","2000","03","6","10023",122 WEST 69 STREET,M1,"08",X,CHRIST & ST STEPHENS CHURCH,"10056",Upper West Side / Central Park West Historic District,,1011400041.00000000000,,,
MN,"164","37","103","29","1006","02","1","10013",23 MOTT STREET,M1,"08",X,R C CHUR TRANSFIGURAT,"11926",,INDIVIDUAL LANDMARK,1001640037.00000000000,,,
MN,"2081","56","109","233","2000","06","7","10031",564 WEST 150 STREET,M1,"08",X,THE NORTH-EASTERN CONFERENCE CORPORATION,"6395",,,1020810056.00000000000,,,
MN,"391","7","103","26.02","2000","01","2","10009",602 EAST 9 STREET,M3,"08",X,TRINITY LOWER EASTSIDE LUTHERAN PAR,"5057",,,1003910007.00000000000,,,
MN,"2006","52","110","228","1000","05","9","10030",132 WEST 138 STREET,M1,"08",X,ABYSSINIAN BAPTIST CHURCH OF THE CITY OF  NY,"14988",,INDIVIDUAL LANDMARK,1020060052.00000000000,,,
MN,"378","43","103","26.02","1000","01","2","10009",393 EAST 8 STREET,M1,"08",X,8TH AVE SPANISH,"6574",,,1003780043.00000000000,,,
MN,"1142","61","107","157","8000","03","6","10023",152 WEST 71 STREET,M1,"08",X,CHURCH OF THE BLESSED SACRAMENT,"15565",Upper West Side / Central Park West Historic District,,1011420061.00000000000,,,
MN,"1375","36","108","114.01","1002","02","4","10022",520 PARK AVENUE,M1,"08",X,CHRIST CHUR METHODIST,"10800",,,1013750036.00000000000,,,
MN,"574","38","102","63","2001","02","3","10011",12 WEST 11 STREET,M3,"08",X,CHURCH OF THE ASCENSI,"2385",Greenwich Village Historic District,,1005740038.00000000000,,,
MN,"1380","61","108","122","3001","02","4","10065",8 EAST 66 STREET,M1,"08",X,CONGREGATION EMANU-EL,"14058",Upper East Side Historic District,,1013800061.00000000000,,,
MN,"1917","53","110","226","1001","05","9","10030",150 WEST 133 STREET,M1,"08",,IND AFR METH EPIS CH,"1249",,,1019170053.00000000000,,,
MN,"2023","48","110","228","4000","05","9","10030",226 WEST 138 STREET,M9,"08",,CHURCH COMMUNITIES INTERNATIONAL,"2107",St. Nicholas Historic District,,1020230048.00000000000,,,
MN,"1053","59","104","121","3000","02","3","10036",460 WEST 44 STREET,M4,"08",,MKJ WEST LLC,"5021",,,1010530059.00000000000,,,
MN,"279","69","103","27","1003","02","1","10038",12 OLIVER STREET,M1,"08",X,MARINERS TEMPLE ETC,"11000",,INDIVIDUAL LANDMARK,1002790069.00000000000,"1",,vacant onl
MN,"1645","7","111","182","2001","04","8","10035",125 EAST 117 STREET,M1,"08",X,ROMAN CATHOLIC CHURCH OF ST. PAUL,"30330",,INDIVIDUAL LANDMARK,1016450007.00000000000,"1",,vacant onl
MN,"886","11","105","72","3000","02","2","10016",113 EAST 30 STREET,M9,"08",X,FIRST ZEN INST AMER INC,"1880",,,1008860011.00000000000,,,
MN,"1469","21","108","132","4001","02","5","10021",1393 YORK AVENUE,M1,"08",X,CORNELL UNIVERSITY,"12771",,,1014690021.00000000000,,,
MN,"1904","141","110","220","2000","03","9","10027",114 WEST 120 STREET,M3,"08",,MOUNT OLIVET BAPT CHU,"2018",Mount Morris Park Historic District Extension,,1019040141.00000000000,,,
MN,"1953","35","110","215","1002","05","9","10027",2363 FREDRICK DOUGLASS BL,M1,"08",X,GREATER ZION HILL BAPTIST CHURCH,"3232",,,1019530035.00000000000,,,
MN,"2065","20","109","235.01","1005","06","9","10031",419 WEST 150 STREET,M1,"08",X,UNIVERSAL HAGARS SPIR,"2500",,,1020650020.00000000000,,"1",soft only
MN,"299","35","103","16","5002","02","1","10002",61 CANAL STREET,M9,"08",,YUAN TONG BUDDHIST TMPL,"3213",,,1002990035.00000000000,,,
MN,"2114","58","112","241","3000","06","7","10032",521 WEST 155 STREET,M1,"08",X,NO PRESBYTERIAN CHURCH,"19984",,,1021140058.00000000000,,,
MN,"746","60","104","93","2001","02","3","10011",334 WEST 23 STREET,M9,"08",X,LEO HOUSE FOR GERMAN CATHOLIC EMIGRANTS,"4950",,,1007460060.00000000000,,,
MN,"1303","30","106","92","1000","02","4","10017",153 EAST 48 STREET,M9,"08",X,155 EAST 48 ST LLC,"5021",,,1013030030.00000000000,,,
MN,"2061","54","109","231","2003","06","7","10031",452 WEST 147 STREET,M1,"08",X,MACEDONIA BAPTIST CHURCH,"4996",,,1020610054.00000000000,,,
MN,"1211","50","107","165","5000","03","6","10024",140 WEST 81 STREET,M1,"08",,142 WEST 81ST STREET LLC,"6386",Upper West Side / Central Park West Historic District,,1012110050.00000000000,,,
MN,"2115","33","112","241","4000","06","7","10032",502 WEST 157 STREET,M1,"08",X,GREATER NY CORP,"2498",,,1021150033.00000000000,,,
MN,"1286","1","105","102","1011","02","4","10022",631 5 AVENUE,M1,"08",X,ST PATRICKS CATHEDRAL,"84350",,INDIVIDUAL LANDMARK,1012860001.00000000000,,,
MN,"2180","1","112","273","4001","06","10","10033",729 WEST 181 STREET,M1,"08",X,FT WASHINGTON REF CHU,"27200",,,1021800001.00000000000,,,
MN,"1621","50","111","184","1005","04","8","10029",1765 MADISON AVENUE,M1,"08",X,MT ZION AME CH INC,"4229",,,1016210050.00000000000,,,
MN,"1398","1","108","122","2002","02","4","10065",583 PARK AVENUE,M1,"08",,THIRD CH CHRIST SCENTIST,"10042",Upper East Side Historic District,,1013980001.00000000000,,,
MN,"1728","23","110","208","1001","05","9","10037",27 WEST 130 STREET,M1,"08",,THE CH OF THE PEOPLE,"1998",,,1017280023.00000000000,,,
MN,"510","21","102","43","1004","02","1","10012",263 MULBERRY STREET,M3,"08",X,ST PARICKS RC CHURCH,"4404",,,1005100021.00000000000,,,
MN,"871","25","106","50","4000","02","2","10003",14 IRVING PLACE,M9,"08",X,LUTHERAN SEAMENS CENT,"3320",,,1008710025.00000000000,,,
MN,"1120","33","107","153","7000","03","6","10023",77 CENTRAL PARK WEST,M1,"08",X,FIRST CHURCH OF CHRIST SCIENTIST,"12060",Upper West Side / Central Park West Historic District,,1011200033.00000000000,,,
MN,"807","65","105","101","1007","02","3","10001",144 WEST 32 STREET,M3,"08",X,ORDER OF FRIARS MINOR OF THE PROVINCE,"980",,,1008070065.00000000000,,,
MN,"1217","18","107","173","1000","03","6","10024",131 WEST 86 STREET,M1,"08",,THE JEWISH CENTER,"6644",Upper West Side / Central Park West Historic District,,1012170018.00000000000,,,
MN,"2081","55","109","233","2000","06","7","10031",560 WEST 150 STREET,M9,"08",X,NORTHEASTERN CONFERENCE CORP,"2498",,,1020810055.00000000000,,,
MN,"1505","33","108","160.01","2000","02","4","10128",1190 PARK AVENUE,M1,"08",,SYN BISHOP RUSSN ORTH,"11443",Expanded Carnegie Hill Historic District,INDIVIDUAL LANDMARK,1015050033.00000000000,,,
MN,"1622","1","111","184","2000","05","9","10035",1421 5 AVENUE,M1,"08",X,APOSTOLIC FAITH INC,"11101",,,1016220001.00000000000,,,
MN,"1461","1","108","116","1005","02","5","10065",1224 1 AVENUE,M1,"08",X,ST JOHN NEPOMUCENE CHURCH,"21389",,,1014610001.00000000000,,,
MN,"1735","63","110","212","1001","05","9","10037",60 WEST 138 STREET,M1,"08",X,UNION CONG CH OF N Y,"4996",,,1017350063.00000000000,,"1",soft only
MN,"2111","80","112","249","1004","06","10","10032",2141 AMSTERDAM AVENUE,M1,"08",X,PADRE HIJO,"2500",,,1021110080.00000000000,,,
MN,"891","36","106","80","3000","02","4","10016",159 EAST 35 STREET,M1,"08",X,SAINT GERMAIN FOUNDATION,"2271",,,1008910036.00000000000,,,
MN,"273","16","103","6","1002","02","1","10002",189 MADISON STREET,M9,"08",X,PENTECOSTAL EL MESIAS,"2383",,,1002730016.00000000000,,,
MN,"446","3","103","38","5001","01","2","10003",76 2 AVENUE,M1,"08",X,SPANISH EVANGELICAL C,"2400",East Village / Lower East Side Historic District,,1004460003.00000000000,,,
MN,"1862","7","107","193","6000","03","7","10025",167 WEST 107 STREET,M9,"08",X,"NEW YORK, NEW YORK","4541",,,1018620007.00000000000,,,
MN,"2083","35","109","237","1000","06","7","10031",1854 AMSTERDAM AVENUE,M9,"08",X,ST LUKE A M E CHURCH,"4992",,INDIVIDUAL LANDMARK,1020830035.00000000000,,,
MN,"1599","21","110","190","1003","03","9","10026",29 WEST 115 STREET,M1,"08",X,CHURCH OF BRETHREN IN,"7712",,,1015990021.00000000000,,,
MN,"406","29","103","34","1001","01","2","10009",548 EAST 13 STREET,M1,"08",X,CHURCH OF BIBLE CRSDRSS,"1274",,,1004060029.00000000000,,,
MN,"1721","36","110","200","2002","05","9","10027",262 LENOX AVENUE,M9,"08",,"DEEP OCEAN HOLDINGS, LLC","1500",Mount Morris Park Historic District,,1017210036.00000000000,,,
MN,"399","51","103","32","5000","01","2","10009",173 EAST 3 STREET,M3,"08",X,REDEMPTORIST OF FATHERS OF NEW YORK,"3408",,,1003990051.00000000000,,,
MN,"864","50","106","74","1000","02","2","10016",28 EAST 35 STREET,M9,"08",,THE COMMUNITY CHURCH OF NY,"2024",,,1008640050.00000000000,,,
MN,"1506","12","108","160.01","4001","02","4","10128",17 EAST 94 STREET,M9,"08",X,RAMAKRISHNACENTER OF,"2221",Carnegie Hill Historic District,,1015060012.00000000000,,,
MN,"1728","45","110","208","1001","05","9","10037",12 WEST 131 STREET,M1,"08",X,HARLEM PENT ASSB,"1740",,,1017280045.00000000000,,,
MN,"1976","6","109","203","1000","03","7","10027",535 WEST 121 STREET,M1,"08",X,RC CHUR CORPUS CHRIST,"7770",,,1019760006.00000000000,,"1",soft only
MN,"443","33","103","36.02","1001","01","2","10003",25 1 AVENUE,M9,"08",,INTERFAITH LEAGUE OFDEVOTEES,"2600",,,1004430033.00000000000,,,
MN,"2215","574","208","309","3001","10","10","10463",146 WEST 228 STREET,M9,"08",X,MISSN SOC METH EPIS C,"7726",,,1022150574.00000000000,,,
MN,"1380","1","108","122","3001","02","4","10065",842 5 AVENUE,M1,"08",X,CONGREGATION EMANU-EL,"30400",Upper East Side Historic District,,1013800001.00000000000,,,
MN,"2242","51","112","303","2002","06","10","10034",4967 BROADWAY,M1,"08",X,RC CH GOOD SHEPHERD,"31675",,,1022420051.00000000000,,,
MN,"517","24","102","49","3001","02","3","10012",149 THOMPSON STREET,M9,"08",X,CHURCH OF ST. ANTHONY OF PADUA,"2475",Sullivan-Thompson Historic District,,1005170024.00000000000,,,
MN,"1271","30","105","104","1000","02","4","10019",708 5 AVENUE,M1,"08",X,5 AVE PRESBYTERIAN CH,"20500",,,1012710030.00000000000,,,
MN,"423","27","103","18","5004","02","1","10002",248 GRAND STREET,M9,"08",X,EVANGELICAL MISSION AND SEMINARY INTERNA TIONAL,"1875",,,1004230027.00000000000,,,
MN,"466","26","103","40","3000","01","2","10003",165 2 AVENUE,M1,"08",X,ST MARKS PROT EPIS CH,"36537",St. Mark's Historic District,INDIVIDUAL LANDMARK,1004660026.00000000000,,,
MN,"2059","44","109","227","1000","06","7","10031",340 CONVENT AVENUE,M1,"08",X,GREATER TABERNACLE BAPT,"7073",Hamilton Heights Historic District,,1020590044.00000000000,,,
MN,"1067","64","104","139","1000","02","3","10019",882 10 AVENUE,M9,"08",X,MISSION EVANGELICA PENTECOSTAL INC,"5000",,,1010670064.00000000000,,,
MN,"2162","33","112","263","1000","06","10","10033",612 WEST 180 STREET,M1,"08",X,"THE UNIVERSAL CHURCH, INC.","7500",,,1021620033.00000000000,,,
MN,"277","56","103","8","2000","02","1","10038",39 CATHERINE STREET,M1,"08",X,CHINESE UNITED METHODIST CHURCH INC.,"4638",,,1002770056.00000000000,,,
MN,"1917","158","110","226","1001","05","9","10030",168 WEST 133 STREET,M1,"08",,BETHLEHEM MORIAH BAPTIST CHURCH,"1699",,,1019170158.00000000000,,"1",soft only
MN,"1445","130","108","126","7000","02","5","10021",340 EAST 71 STREET,M1,"08",X,INDEPENDENT RUSSIANETAL,"2510",,,1014450130.00000000000,,,
MN,"1340","13","106","90","3000","02","4","10017",315 EAST 47 STREET,M1,"08",X,CHURCH OF THE HOLY FAMILY,"15063",,,1013400013.00000000000,,"1",soft only
MN,"897","53","106","48","3000","02","2","10003",7 RUTHERFORD PLACE,M1,"08",X,PROT EPIS CHUR ST GEO,"17472",Stuyvesant Square Historic District,INDIVIDUAL LANDMARK,1008970053.00000000000,,,
MN,"746","59","104","93","2001","02","3","10011",330 WEST 23 STREET,M9,"08",X,LEO HOUSE FOR GERMAN CATHOLIC EMIGRANTS,"2417",,,1007460059.00000000000,,,
MN,"392","4","103","28","3001","01","2","10009",149 AVENUE B,M1,"08",,"TOMPKINS SQUARE HOLDINGS, LLC","2139",,,1003920004.00000000000,,,
MN,"1633","10","111","172","3002","04","8","10029",121 EAST 105 STREET,M3,"08",X,RC CHUR ST CECELIA,"6728",,,1016330010.00000000000,,,
MN,"1503","44","108","160.01","2002","02","4","10128",62 EAST 92 STREET,M3,"08",X,CORP BRICK PRESBY CH,"7763",Expanded Carnegie Hill Historic District,,1015030044.00000000000,,,
MN,"1932","9","110","224","2002","05","9","10027",259 WEST 126 STREET,M1,"08",X,TRINITY AME CHURCH,"1998",,,1019320009.00000000000,,,
MN,"1386","21","108","130","2002","02","4","10021",861 MADISON AVENUE,M1,"08",X,ST. JAMES EPISCOPAL CHURCH,"18388",Upper East Side Historic District,,1013860021.00000000000,"1",,vacant onl
MN,"2155","72","112","269","2002","06","10","10033",369 AUDUBON AVENUE,M9,"08",X,IGLESIA BTST ETAL,"1350",,,1021550072.00000000000,,,
MN,"1042","16","104","133","2000","02","3","10019",335 WEST 51 STREET,M2,"08",X,PH9PAULS HOUSE,"1757",,,1010420016.00000000000,,,
MN,"1969","80","109","213.03","2000","05","7","10027",1415 AMSTERDAM AVENUE,M1,"08",X,MANHATTAN BAPTIST CHURCH INC,"1875",,,1019690080.00000000000,"1",,vacant onl
MN,"1169","1","107","163","3000","03","6","10024",360 WEST END AVENUE,M1,"08",X,REFORMED PROTESTANT DUTCH CHURCH,"17875",West End-Collegiate Historic District Extension,INDIVIDUAL LANDMARK,1011690001.00000000000,,,
MN,"1628","66","111","166","6000","04","8","10029",118 EAST 101 STREET,M9,"08",X,ASSEMBLY CHRISTIAN CHURCH,"1615",,,1016280066.00000000000,,,
MN,"426","8","103","36.01","3002","01","1","10002",227 BOWERY,M2,"08",X,BOWERY MISSION,"4626",,INDIVIDUAL LANDMARK,1004260008.00000000000,,,
MN,"345","6","103","22.01","1001","01","2","10002",162 ATTORNEY STREET,M1,"08",X,IGLESIA EVANGELICA HISPANA ACYM,"2500",,,1003450006.00000000000,,,
MN,"448","42","103","38","6000","01","2","10003",323 EAST 6 STREET,M1,"08",,COMMUNITY SYNOG CENTE,"6813",East Village / Lower East Side Historic District,,1004480042.00000000000,,,
MN,"1754","3","111","206","1002","05","9","10035",2105 5 AVENUE,M1,"08",X,MT HOREB HOLY CHURCH,"2053",,,1017540003.00000000000,,,
MN,"1726","10","110","208","2002","05","9","10027",67 WEST 128 STREET,M1,"08",,CHRIST COMMUNITY CHURCH,"2498",,,1017260010.00000000000,"1",,vacant onl
MN,"1645","6","111","182","2001","04","8","10035",113 EAST 117 STREET,M3,"08",X,RC CHUR ST PAUL,"2523",,,1016450006.00000000000,,,
MN,"1895","45","109","199","1000","03","7","10025",619 WEST 113 STREET,M1,"08",X,THE TRUSTEES OF COLUMBIA UNIV. IN THE CI TY OF NY,"6156",Morningside Heights Historic District,,1018950045.00000000000,,,
MN,"1789","35","111","242","3009","05","8","10035",230 EAST 125 STREET,M9,"08",X,CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,"2523",,,1017890035.00000000000,"1",,vacant onl
MN,"1786","104","111","194","3000","04","8","10035",207 EAST 121 STREET,M1,"08",X,LA CASA DEL ALFARERO INC.,"2030",,,1017860104.00000000000,,,
MN,"1905","29","110","220","1001","03","9","10027",201 LENOX AVENUE,M1,"08",X,MOUNT OLIVET BAPTIST CHURCH,"10092",Mount Morris Park Historic District,,1019050029.00000000000,,,
MN,"925","51","106","64","4002","02","2","10003",332 EAST 20 STREET,M1,"08",X,SLOVAK LUTH HOLY TRIN,"3680",,,1009250051.00000000000,,,
MN,"1633","66","111","172","3002","04","8","10029",116 EAST 106 STREET,M4,"08",X,CHURCH OF ST CECILIA,"11947",,INDIVIDUAL LANDMARK,1016330066.00000000000,,,
MN,"873","32","106","50","5000","02","2","10003",143 EAST 17 STREET,M1,"08",X,HELLENIC EASTN ORTH C,"2300",,,1008730032.00000000000,,,
MN,"1426","121","108","126","2000","02","4","10021",259 EAST 71 STREET,M3,"08",,259 EAST 72 OWNER LLC,"1890",,,1014260121.00000000000,,,
MN,"1728","27","110","208","1001","05","9","10037",13 WEST 130 STREET,M1,"08",X,SAINT AMBROSE ET ALNT,"10492",,,1017280027.00000000000,,,
MN,"1681","45","111","180","2002","04","8","10029",312 EAST 110 STREET,M3,"08",X,RC CHUR OF ST ANN,"1166",,,1016810045.00000000000,,,
MN,"1913","1","110","224","1001","05","9","10027",2161 ADAM C POWELL BLVD,M1,"08",X,METROPOLITAN BAPT CHU,"9911",,INDIVIDUAL LANDMARK,1019130001.00000000000,,,
MN,"293","3","103","16","3003","02","1","10002",12 ELDRIDGE STREET,M1,"08",X,CONG ADATH JESHURUN,"5250",,INDIVIDUAL LANDMARK,1002930003.00000000000,,,
MN,"1120","44","107","153","7000","03","6","10023",30 WEST 68 STREET,M1,"08",X,THE FREE SYNOGOGUE,"9896",Upper West Side / Central Park West Historic District,,1011200044.00000000000,,,
MN,"1508","53","108","140","2002","02","5","10075",150 EAST 80 STREET,M1,"08",X,FIRST CONG CHURCH,"12464",,,1015080053.00000000000,,,
MN,"1143","23","107","157","7000","03","6","10023",123 WEST 71 STREET,M1,"08",X,LUTH GRACE CHURCH,"4393",Upper West Side / Central Park West Historic District,,1011430023.00000000000,,,
MN,"1723","67","110","200","2000","05","9","10027",80 WEST 126 STREET,M1,"08",X,THE HOUSE OF PRAYER OF GOD IN CHRIST,"4996",,,1017230067.00000000000,,"1",soft only
MN,"890","52","106","72","7000","02","2","10016",160 EAST 35 STREET,M3,"08",,160 E35 OWNER INC.,"3665",,,1008900052.00000000000,,,
MN,"1806","32","111","178","1000","04","8","10035",442 EAST 119 STREET,M1,"08",X,RC CHUR HOLY ROSARY,"10849",,,1018060032.00000000000,,,
MN,"1717","6","110","190","1000","03","9","10026",81 WEST 118 STREET,M9,"08",,HOMESIDE DEVELOPMENT CORP.,"2018",,,1017170006.00000000000,,,
MN,"1903","47","110","220","2001","03","9","10026",126 WEST 119 STREET,M9,"08",X,MT PLEASANT CHRISTIA,"2018",Mount Morris Park Historic District Extension,,1019030047.00000000000,,,
MN,"2094","32","109","233","1007","06","7","10031",3581 BROADWAY,M9,"08",,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,"3985",,,1020940032.00000000000,,,
MN,"2085","20","109","237","3000","06","7","10032",550 WEST 155 STREET,M1,"08",X,RECTOR CHURCHWARDNSETAL,"41600",,INDIVIDUAL LANDMARK,1020850020.00000000000,,,
MN,"1030","24","105","137","4000","02","4","10019",213 WEST 58 STREET,M9,"08",X,UNITY CENTER ETC,"2510",,INDIVIDUAL LANDMARK,1010300024.00000000000,,,
MN,"517","26","102","49","3001","02","3","10012",147 THOMPSON STREET,M3,"08",X,THE FRANCISCAN ORDER,"2547",Sullivan-Thompson Historic District,,1005170026.00000000000,,,
MN,"1200","23","107","173","7000","03","6","10024",15 WEST 86 STREET,M1,"08",X,SOC FOR ADV OF JUDAISM,"5034",Upper West Side / Central Park West Historic District,,1012000023.00000000000,,,
MN,"630","5","102","75","1005","02","3","10014",657 WASHINGTON STREET,M3,"08",X,ARCHDIOCESE OF NEW YORK,"1635",Greenwich Village Historic District Extension,,1006300005.00000000000,,,
MN,"1735","10","110","212","1001","05","9","10037",59 WEST 137 STREET,M1,"08",X,CHUR EXTEN COMM PRESB,"4996",,,1017350010.00000000000,,,
MN,"1054","39","104","121","4001","02","3","10036",410 WEST 45 STREET,M1,"08",X,GREATER NEW YORK CORPORATION OF SEVENTH-DAY ADVENTISTS,"5025",,,1010540039.00000000000,,,
MN,"1720","66","110","200","2004","03","9","10027",18 WEST 122 STREET,M3,"08",X,PROT EPIS CHUR ST MAR,"850",Mount Morris Park Historic District,INDIVIDUAL LANDMARK,1017200066.00000000000,,,
MN,"1948","41","110","257","2001","03","9","10027",306 WEST 122 STREET,M1,"08",,MT OLIVE BAPT CHURCH,"5046",,INDIVIDUAL LANDMARK,1019480041.00000000000,"1",,vacant onl
MN,"1635","25","111","172","4000","04","8","10029",155 EAST 107 STREET,M1,"08",X,CHRISTIAN MISS SPAN C,"3431",,,1016350025.00000000000,"1","1",both
MN,"284","22","103","6","3001","02","1","10002",177 EAST BROADWAY,M9,"08",X,LING LIANG WORLDWIDE,"2608",,,1002840022.00000000000,,,
MN,"1069","136","104","117","1014","02","3","10036",502 WEST 41 STREET,M3,"08",X,ST RAPHAELS RC CHUR,"2223",,,1010690136.00000000000,,,
MN,"1164","42","107","159","5001","03","6","10023",236 WEST 73 STREET,M3,"08",X,RUTGERS PRESS CHUR&CH,"1777",,,1011640042.00000000000,,,
MN,"2058","33","109","227","1002","06","7","10031",465 WEST 142 STREET,M1,"08",X,RC CH OUR LADY OF LOU,"7494",Hamilton Heights Historic District Extension,INDIVIDUAL LANDMARK,1020580033.00000000000,,,
MN,"1784","24","111","194","2001","04","8","10035",2329 2 AVENUE,M1,"08",X,II MACEDONIAN PNTCSTL CH,"1600",,,1017840024.00000000000,,"1",soft only
MN,"1060","55","104","133","3001","02","3","10019",450 WEST 51 STREET,M4,"08",X,RC CHUR OF SACRED HEA,"8159",,,1010600055.00000000000,,,
MN,"1629","159","111","166","4001","04","8","10029",1610 LEXINGTON AVENUE,M9,"08",,235 EAST 196TH STREET LLC,"1244",,,1016290159.00000000000,"1",,vacant onl
MN,"1628","57","111","166","6000","04","8","10029",1578 LEXINGTON AVENUE,M1,"08",,LIFE CHANGERS CHURCH & MINISTRIES,"3658",,,1016280057.00000000000,,,
MN,"1726","32","110","208","2002","05","9","10027",7 WEST 128 STREET,M1,"08",X,"SHILOH CHURCH/CHRISTCOMPOSED/DISCIPLES,  INC.","3747",,,1017260032.00000000000,"1",,vacant onl
MN,"1708","5","111","178","3003","04","8","10029",407 EAST 114 STREET,M1,"08",X,HOLY TABERNACLE CHURCH,"5046",,,1017080005.00000000000,,"1",soft only
MN,"1247","46","107","171","6000","03","6","10024",324 WEST 86 STREET,M9,"08",X,SYDA FOUNDATION,"2554",Riverside-West End Historic District Extension I,,1012470046.00000000000,,,
MN,"1665","7","111","188","3001","04","8","10029",211 EAST 115 STREET,M1,"08",X,MISSIONARY PENT/ETC,"1817",,,1016650007.00000000000,,,
MN,"2082","60","109","237","1001","06","7","10031",3652 BROADWAY,M1,"08",X,NEW YORK CONGREG ETAL,"5050",,,1020820060.00000000000,,,
MN,"2154","58","112","269","4000","06","10","10033",555 WEST 182 STREET,M1,"08",X,PRINCE OF PC NVRSL ETAL,"1994",,,1021540058.00000000000,,,
MN,"1630","70","111","166","4000","04","8","10029",108 EAST 103 STREET,M1,"08",X,HOLY GHOST CHRISTIAN CHURCH,"4104",,,1016300070.00000000000,,,
MN,"2166","82","112","271","1000","06","10","10033",1521 ST NICHOLAS AVENUE,M9,"08",X,FT GEORGE PRESB CHUR,"11483",,,1021660082.00000000000,,,
MN,"448","9","103","38","6000","01","2","10003",50 EAST 7 STREET,M3,"08",X,REF PROT DUTCH CHURCH,"2271",East Village / Lower East Side Historic District,,1004480009.00000000000,,,
MN,"1449","20","108","134","8000","02","5","10021",351 EAST 74 STREET,M1,"08",,"THE RECTOR, CHURCH WARDENS AND VESTRYMEN  OF THE","7423",,,1014490020.00000000000,,,
MN,"1118","28","107","149","2000","03","6","10023",3 WEST 65 STREET,M3,"08",X,THE EVANGELICAL LUTHERAN CHURCH OF THE H OLY TRINITY,"1281",,,1011180028.00000000000,,,
MN,"1251","22","107","179","3001","03","6","10024",633 WEST END AVENUE,M1,"08",X,GREEK ORTH CH EVANGEL,"10525",Riverside-West End Historic District,,1012510022.00000000000,,,
MN,"893","92","106","80","2004","02","4","10016",59 PARK AVENUE,M1,"08",X,ARCHBISHOPRIC OF N Y,"11900",,,1008930092.00000000000,,,
MN,"2043","5","110","259","2003","05","9","10030",313 WEST 141 STREET,M1,"08",X,"PREMIERE EGLISE BAPTISTE HAITIENNE DE MA NHATTAN, I","4996",,,1020430005.00000000000,,,
MN,"896","30","106","48","4000","02","2","10003",238 EAST 15TH STREET,M4,"08",,SYNAMON GLOBAL LLC,"2788",Stuyvesant Square Historic District,,1008960030.00000000000,,,
MN,"1770","39","111","196","2000","04","8","10035",2238 3 AVENUE,M1,"08",X,BETHEL CHURCH OF ETAL,"2517",,,1017700039.00000000000,,,
MN,"1045","27","104","139","4000","02","3","10019",307 WEST 54 STREET,M1,"08",X,ST GEO GREEK ORTH CHU,"2500",,,1010450027.00000000000,,,
MN,"1913","59","110","224","1001","05","9","10027",160 WEST 129 STREET,M9,"08",X,FAITH MISSION ETC,"4996",,,1019130059.00000000000,,,
MN,"376","44","103","26.02","1002","01","2","10009",725 EAST 6 STREET,M1,"08",X,EMMANUEL PRESBYTRN CHRH,"18543",,,1003760044.00000000000,,,
MN,"267","19","103","2.02","1001","01","2","10002",333 MADISON STREET,M3,"08",X,ST AUGUSTINE PARISHETAL,"18425",,INDIVIDUAL LANDMARK,1002670019.00000000000,,,
MN,"1603","11","111","160.02","2001","02","4","10029",15 EAST 97 STREET,M1,"08",X,RUSSN ST NICHOLAS CAT,"7569",,INDIVIDUAL LANDMARK,1016030011.00000000000,,,
MN,"1202","52","107","173","5000","03","6","10024",50 WEST 89 STREET,M3,"08",X,ROM ORTH CHUR ST DIMI,"2013",Upper West Side / Central Park West Historic District,,1012020052.00000000000,,,
MN,"288","48","103","2.02","1002","01","1","10002",311 EAST BROADWAY,M9,"08",,AGUDATH TAHARATH,"1975",,,1002880048.00000000000,,,
