bbl,10_bldgclass,10_lotarea,10_bldgarea,10_histdist,10_landmark,10_ownername,11_bldgclass,11_lotarea,11_bldgarea,11_histdist,11_landmark,11_ownername,12_bldgclass,12_lotarea,12_bldgarea,12_histdist,12_landmark,12_ownername,13_bldgclass,13_lotarea,13_bldgarea,13_histdist,13_landmark,13_ownername,14_bldgclass,14_lotarea,14_bldgarea,14_histdist,14_landmark,14_ownername,15_bldgclass,15_lotarea,15_bldgarea,15_histdist,15_landmark,15_ownername,16_bldgclass,16_lotarea,16_bldgarea,16_histdist,16_landmark,16_ownername,17_bldgclass,17_lotarea,17_bldgarea,17_histdist,17_landmark,17_ownername,18_bldgclass,18_lotarea,18_bldgarea,18_histdist,18_landmark,18_ownername,19_bldgclass,19_lotarea,19_bldgarea,19_histdist,19_landmark,19_ownername,20_bldgclass,20_lotarea,20_bldgarea,20_histdist,20_landmark,20_ownername,cd_x,address_x,xcoord_x,ycoord_x,dob_permits,dob_A1,dob_A2,dob_A3,dob_NB,dob_DM,dob_ALL,council,builtfar,residfar,commfar,facilfar,unbuiltfar,vacant,softsite,adjacency
1017460002,M1,57960,167900,                                        ,                                   ,                     ,M1,57960,167900,                                        ,                                   ,                     ,M1,57960,167900,                                        ,                                   ,                     ,M1,57960,167900,,,,M1,57960,167900,,,,M1,57960,167900,                                        ,                                   ,                     ,M1,57960,167900,,,,M1,57960,167900,,,,M1,57960,167900,,, ,M1,57960,167900,,,UNAVAILABLE OWNER,M1,57960,167900,,,UNAVAILABLE OWNER,111.0,1832 MADISON AVENUE,999814.0,231648.0,"[{'job_type': 'SG', 'work_type': None, 'date': '2007-09-24T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2007-06-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2007-05-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2006-04-10T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2014-11-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1998-10-30T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2016-01-05T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1998-09-18T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2007-05-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2014-11-12T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2008-02-27T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2007-05-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1998-10-30T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1998-09-18T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-08-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-07-02T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-06-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2012-08-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2008-02-27T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '1998-10-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2008-02-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2006-11-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1998-10-30T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2014-11-12T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-06-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2016-01-05T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2014-11-12T00:00:00.000', 'filing_status': 'RENEWAL'}]",7,16,4,0,0,28,9.0,2.9,3.44,0.0,6.5,3.6,,,
1017490022,M9,1870,5038,                                        ,                                   ,1ST CHUR CHRIST HOLIN,M9,1870,5038,                                        ,                                   ,1ST CHUR CHRIST HOLIN,M9,1870,5038,                                        ,                                   ,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,                                        ,                                   ,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,M9,1870,5038,,,1ST CHUR CHRIST HOLIN,111.0,1935 MADISON AVENUE,1000656.0,232623.0,[],0,0,0,0,0,0,9.0,2.69,4.0,4.0,4.0,1.31,,,
1017510020,M1,13168,12620,                                        ,                                   ,MET COMM METH CHURCH ,M1,13168,12620,                                        ,                                   ,METROPOLITAN CME CHUR,M1,13168,12620,                                        ,                                   ,METROPOLITAN CME CHUR,M1,13168,12620,,,METROPOLITAN CME CHUR,M1,13168,12620,,,METROPOLITAN CME CHUR,M1,13168,12620,                                        ,                                   ,METROPOLITAN CME CHUR,M1,13168,12620,,,METROPOLITAN CME CHUR,M1,13168,12620,,,METROPOLITAN CME CHUR,M1,13168,12620,,,METROPOLITAN CME CHUR,M1,13168,12620,,,1975 MADISON LLC,M1,13168,12620,,,1975 MADISON LLC,111.0,1971 MADISON AVENUE,1000956.0,233087.0,"[{'job_type': 'A2', 'work_type': 'BL', 'date': '2012-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2017-01-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '2012-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2004-12-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2019-05-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'DM', 'work_type': None, 'date': '2019-11-08T00:00:00.000', 'filing_status': 'INITIAL'}]",0,5,0,0,1,6,9.0,0.96,3.44,0.0,6.5,5.54,1.0,,vacant onl
1017510120,M1,1320,2640,                                        ,                                   ,MET COMM METH CHURCH ,M1,1320,2640,                                        ,                                   ,MET COMM METH CHURCH ,M1,1320,2640,                                        ,                                   ,MET COMM METH CHURCH ,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,                                        ,                                   ,MET COMM METH CHURCH ,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,,,MET COMM METH CHURCH,M1,1320,2640,,,MET COMM METH CHURCH,111.0,1981 MADISON AVENUE,1000937.0,233147.0,"[{'job_type': 'DM', 'work_type': None, 'date': '2019-11-22T00:00:00.000', 'filing_status': 'INITIAL'}]",0,0,0,0,1,1,9.0,2.0,3.44,0.0,6.5,4.5,1.0,,vacant onl
1017540003,M1,2053,2418,                                        ,                                   ,MT HOREB HOLY CHURCH ,M1,2053,2418,                                        ,                                   ,MT HOREB HOLY CHURCH ,M1,2053,2418,                                        ,                                   ,MT HOREB HOLY CHURCH ,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,                                        ,                                   ,MT HOREB HOLY CHURCH ,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,,,MT HOREB HOLY CHURCH,M1,2053,2418,,,MT HOREB HOLY CHURCH,111.0,2105 5 AVENUE,1000881.0,234035.0,[],0,0,0,0,0,0,9.0,1.18,3.44,0.0,6.5,5.32,,,
1017540020,M1,22382,48100,                                        ,                                   ,RC CHUR ALL SAINTS   ,M1,22382,48100,                                        ,                                   ,RC CHUR ALL SAINTS   ,M1,22382,48100,                                        ,                                   ,RC CHUR ALL SAINTS   ,M1,22382,48100,,,RC CHUR ALL SAINTS,M1,22382,48100,,,RC CHUR ALL SAINTS,M1,22382,48100,                                        ,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS   ,M1,22382,48100,,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS,M1,22382,48100,,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS,M1,22382,48100,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,M1,22382,48100,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,M1,22382,48100,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,111.0,41 EAST 129 STREET,1001347.0,233836.0,"[{'job_type': 'A2', 'work_type': 'FP', 'date': '1993-11-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-03-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1997-01-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2005-08-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2013-05-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2005-08-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1993-07-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1993-12-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-04-05T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2012-03-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-04-05T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,6,6,0,0,12,9.0,2.15,4.0,0.0,4.0,1.85,,,
1017540024,M3,2098,7200,                                        ,CHURCH OF ALL SAINTS               ,RC CHUR ALL SAINTS   ,M3,2098,7200,                                        ,CHURCH OF ALL SAINTS               ,RC CHUR ALL SAINTS   ,M3,2098,7200,                                        ,CHURCH OF ALL SAINTS               ,RC CHUR ALL SAINTS   ,M3,2098,7200,,CHURCH OF ALL SAINTS,RC CHUR ALL SAINTS,M3,2098,7200,,CHURCH OF ALL SAINTS,RC CHUR ALL SAINTS,M3,2098,7200,                                        ,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS   ,M3,2098,7200,,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS,M3,2098,7200,,CHURCH OF ALL SAINTS (ROMAN CATHOLI,RC CHUR ALL SAINTS,M3,2098,7200,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,M3,2098,7200,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,M3,2098,7200,,INDIVIDUAL LANDMARK,RC CHUR ALL SAINTS,111.0,47 EAST 129 STREET,1001353.0,233762.0,"[{'job_type': 'A2', 'work_type': 'PL', 'date': '2013-05-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2013-05-01T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-03-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2013-04-30T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2013-04-30T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2010-06-24T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2014-12-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2011-10-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2010-06-24T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2013-04-30T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2016-03-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2013-05-01T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2013-11-20T00:00:00.000', 'filing_status': 'INITIAL'}]",0,12,2,0,0,14,9.0,3.43,3.0,0.0,3.0,-0.43000000000000016,,,
1017560038,M1,2566,2475,                                        ,                                   ,SAINTS HOME CHURCH OF,M1,2566,2475,                                        ,                                   ,SAINTS HOME CHURCH OF,M1,2566,2475,                                        ,                                   ,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF,M1,2566,2475,                                        ,                                   ,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF,M1,2566,2475,,,SAINTS HOME CHURCH OF GOD IN CHRIST,M1,2566,2475,,,SAINTS HOME CHURCH OF GOD IN CHRIST,111.0,60 EAST 132 STREET,1001886.0,234179.0,[],0,0,0,0,0,0,9.0,0.96,7.52,0.0,7.5,6.56,,1.0,soft only
1017690132,M1,2755,5760,                                        ,                                   ,E HARLEM-JEHOVAHS WIT,M1,2755,5760,                                        ,                                   ,E HARLEM-JEHOVAHS WIT,M1,2755,5760,                                        ,                                   ,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WIT,M1,2755,5760,                                        ,                                   ,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WIT,M1,2755,5760,,,E HARLEM-JEHOVAHS WITNES,M1,2755,5760,,,E HARLEM-JEHOVAHS WITNES,111.0,175 EAST 120 STREET,1001291.0,231050.0,"[{'job_type': 'A2', 'work_type': 'MH', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2002-10-18T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2004-12-10T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2004-10-26T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2002-10-02T00:00:00.000', 'filing_status': 'RENEWAL'}]",2,7,0,0,0,9,8.0,2.09,10.0,3.4,10.0,7.91,,,
1017700039,M1,2517,6308,                                        ,                                   ,BETHEL CHURCH OF ETAL,M1,2517,6308,                                        ,                                   ,BETHEL CHURCH OF ETAL,M1,2517,6308,                                        ,                                   ,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,                                        ,                                   ,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,M1,2517,6308,,,BETHEL CHURCH OF ETAL,111.0,2238 3 AVENUE,1001510.0,231378.0,"[{'job_type': 'A2', 'work_type': 'FB', 'date': '2002-04-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2002-04-04T00:00:00.000', 'filing_status': 'INITIAL'}]",0,2,0,0,0,2,8.0,2.51,10.0,3.4,10.0,7.49,,,
1017700079,M3,690,1074,                                        ,                                   ,REF DUTCH CHOR OF HAR,M3,690,1074,                                        ,                                   ,REF DUTCH CHOR OF HAR,M3,690,1074,                                        ,                                   ,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,                                        ,                                   ,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,M3,690,1074,,,REF DUTCH CHOR OF HAR,111.0,5 SYLVAN COURT,1001276.0,231447.0,[],0,0,0,0,0,0,8.0,1.56,3.0,0.0,3.0,1.44,,,
1017710044,M9,5973,24626,                                        ,                                   ,EBENEZER A M E CHURCH,M9,5973,24626,                                        ,                                   ,EBENEZER A M E CHURCH,M9,5973,24626,                                        ,                                   ,EBENEZER A M E CHURCH,M9,5973,24626,,,EBENEZER A M E CHURCH,M9,5973,24626,,,EBENEZER A M E CHURCH,M9,5973,24626,                                        ,                                   ,EBENEZER A M E CHURCH,M9,5973,24626,,,EBENEZER A M E CHURCH,M9,5973,24626,,,EBENEZER A M E CHURCH,M9,5973,24626,,,"EMPIRE DEVELOPMENT X,",M9,5973,24626,,,"EMPIRE DEVELOPMENT X, LLC",M9,5973,24626,,,"EMPIRE DEVELOPMENT X, LLC",111.0,170 EAST 123 STREET,1001487.0,231669.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2017-06-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2017-12-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2019-01-30T00:00:00.000', 'filing_status': 'INITIAL'}]",0,3,0,0,0,3,8.0,4.12,3.44,0.0,6.5,2.38,1.0,1.0,both
1017750166,M9,5995,6264,                                        ,                                   ,TIDJANI ISLAMIC COMMU,M9,5995,6264,                                        ,                                   ,TIDJANI ISLAMIC COMMU,M9,5995,6264,                                        ,                                   ,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,TIDJANI ISLAMIC COMMU,M9,5995,6264,                                        ,                                   ,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,TIDJANI ISLAMIC COMMU,M9,5995,6264,,,"TIDJANI ISLANIC COMMUNITY OF NEW YORK, I NC.",M9,5995,6264,,,"TIDJANI ISLANIC COMMUNITY OF NEW YORK, I NC.",111.0,108 EAST 128 STREET,1001651.0,233121.0,"[{'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-05-29T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-05-29T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'EQ', 'date': '2014-12-18T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'OT', 'date': '2013-11-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2013-03-05T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2013-03-05T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2015-01-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2013-03-05T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-10-19T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-10-19T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-10-19T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-05-29T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2012-10-19T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2013-03-05T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-07-25T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2013-03-05T00:00:00.000', 'filing_status': 'RENEWAL'}]",2,24,1,0,0,27,9.0,1.04,7.52,10.0,10.0,8.96,,1.0,soft only
